Year,Month,Origin,Dest,Pax From Origin,Pax To Origin,Freight From Origin,Frieght To Origin,Mail From Origin,Mail To Origin
2025,04,KOLKATA,INDORE,4980.00,5245.00,25.03,7.94,0.98,1.71
2025,05,KOLKATA,INDORE,5131.00,5368.00,54.37,11.15,1.39,1.55
2025,06,KOLKATA,INDORE,5002.00,4766.00,23.16,10.73,1.75,1.50
2025,07,KOLKATA,INDORE,5105.00,4722.00,22.23,39.47,1.12,1.52
2025,08,KOLKATA,INDORE,5127.00,5017.00,24.89,36.23,1.06,1.92
2025,09,KOLKATA,INDORE,4483.00,4941.00,28.60,31.64,1.65,1.55
2025,10,KOLKATA,INDORE,4756.00,5380.00,29.96,29.37,1.27,1.40
2025,01,KOLKATA,Itanagar,4189.00,4095.00,0.04,0.00,0.00,0.00
2025,02,KOLKATA,Itanagar,3346.00,2855.00,0.06,0.00,0.00,0.00
2025,03,KOLKATA,Itanagar,3895.00,3428.00,0.67,0.00,0.00,0.00
2025,04,KOLKATA,Itanagar,4845.00,4481.00,0.05,0.00,0.00,0.00
2025,05,KOLKATA,Itanagar,4861.00,4184.00,0.43,0.00,0.00,0.00
2025,06,KOLKATA,Itanagar,3647.00,3630.00,0.72,0.00,0.00,0.00
2025,07,KOLKATA,Itanagar,4388.00,4652.00,0.30,0.00,0.00,0.00
2025,08,KOLKATA,Itanagar,4289.00,4307.00,0.88,0.00,0.00,0.00
2025,09,KOLKATA,Itanagar,3929.00,3645.00,0.59,0.00,0.00,0.00
2025,10,KOLKATA,Itanagar,4271.00,4031.00,1.27,0.00,0.00,0.00
2025,01,KOLKATA,JAIPUR,27272.00,26655.00,25.62,117.77,2.11,2.72
2025,02,KOLKATA,JAIPUR,27998.00,26723.00,83.29,99.75,1.92,1.77
2025,03,KOLKATA,JAIPUR,25212.00,27127.00,67.33,182.43,1.50,2.20
2025,04,KOLKATA,JAIPUR,18925.00,19905.00,71.75,152.41,1.75,2.67
2025,05,KOLKATA,JAIPUR,12143.00,17882.00,53.24,105.72,1.56,3.07
2025,06,KOLKATA,JAIPUR,15123.00,16490.00,61.09,110.06,0.19,2.74
2025,07,KOLKATA,JAIPUR,19837.00,16049.00,71.57,110.11,0.28,3.26
2025,08,KOLKATA,JAIPUR,16227.00,15800.00,76.90,120.33,0.13,3.35
2025,09,KOLKATA,JAIPUR,14261.00,13831.00,79.71,145.97,0.36,2.60
2025,10,KOLKATA,JAIPUR,19122.00,20239.00,75.68,148.41,0.42,2.70
2025,03,KOLKATA,JAMMU,214.00,216.00,0.00,0.00,0.00,0.00
2025,04,KOLKATA,JAMMU,702.00,841.00,0.10,0.16,0.00,0.00
2025,05,KOLKATA,JAMMU,120.00,91.00,0.00,0.00,0.00,0.00
2025,07,KOLKATA,JAMMU,1238.00,708.00,0.07,0.08,0.00,0.00
2025,08,KOLKATA,JAMMU,1102.00,654.00,0.00,0.12,0.00,0.00
2025,09,KOLKATA,JAMMU,797.00,533.00,1.40,0.00,0.00,0.00
2025,10,KOLKATA,JAMMU,1071.00,721.00,0.85,0.00,0.00,0.00
2025,01,KOLKATA,JAMSHEDPUR,141.00,201.00,0.00,0.00,0.00,0.00
2025,02,KOLKATA,JAMSHEDPUR,155.00,226.00,0.00,0.00,0.00,0.00
2025,03,KOLKATA,JAMSHEDPUR,171.00,243.00,0.00,0.00,0.00,0.00
2025,04,KOLKATA,JAMSHEDPUR,170.00,242.00,0.00,0.00,0.00,0.00
2025,05,KOLKATA,JAMSHEDPUR,163.00,234.00,0.00,0.00,0.00,0.00
2025,06,KOLKATA,JAMSHEDPUR,129.00,216.00,0.00,0.00,0.00,0.00
2025,07,KOLKATA,JAMSHEDPUR,128.00,192.00,0.00,0.00,0.00,0.00
2025,08,KOLKATA,JAMSHEDPUR,128.00,212.00,0.00,0.00,0.00,0.00
2025,09,KOLKATA,JAMSHEDPUR,167.00,234.00,0.00,0.00,0.00,0.00
2025,10,KOLKATA,JAMSHEDPUR,200.00,232.00,0.00,0.00,0.00,0.00
2025,01,KOLKATA,JHARSUGUDA,2083.00,1979.00,0.01,0.00,0.00,0.00
2025,02,KOLKATA,JHARSUGUDA,1989.00,1958.00,0.01,0.00,0.00,0.00
2025,03,KOLKATA,JHARSUGUDA,1922.00,1928.00,0.06,0.00,0.00,0.00
2025,04,KOLKATA,JHARSUGUDA,2035.00,2080.00,0.01,0.00,0.00,0.00
2025,05,KOLKATA,JHARSUGUDA,2011.00,2116.00,0.06,0.00,0.00,0.00
2025,06,KOLKATA,JHARSUGUDA,2161.00,2022.00,0.01,0.00,0.00,0.00
2025,07,KOLKATA,JHARSUGUDA,1273.00,1221.00,0.00,0.00,0.00,0.00
2025,08,KOLKATA,JHARSUGUDA,1290.00,1234.00,0.01,0.00,0.00,0.00
2025,09,KOLKATA,JHARSUGUDA,1276.00,1414.00,0.00,0.00,0.00,0.00
2025,10,KOLKATA,JHARSUGUDA,1906.00,2114.00,0.00,0.00,0.00,0.00
2025,01,KOLKATA,JODHPUR,500.00,367.00,0.00,0.00,0.00,0.00
2025,01,KOLKATA,JORHAT,6510.00,6415.00,4.04,2.23,0.00,0.00
2025,02,KOLKATA,JORHAT,5627.00,5212.00,9.37,2.80,0.00,0.00
2025,03,KOLKATA,JORHAT,6621.00,6073.00,11.29,2.29,0.00,0.00
2025,04,KOLKATA,JORHAT,5244.00,5019.00,6.02,0.74,0.00,0.00
2025,05,KOLKATA,JORHAT,5134.00,4874.00,3.91,1.56,0.00,0.00
2025,06,KOLKATA,JORHAT,4464.00,4452.00,7.00,1.90,0.00,0.00
2025,07,KOLKATA,JORHAT,4854.00,4824.00,17.98,1.94,0.00,0.00
2025,08,KOLKATA,JORHAT,4855.00,4480.00,12.54,1.53,0.00,0.00
2025,09,KOLKATA,JORHAT,3980.00,3547.00,18.74,2.67,0.00,0.00
2025,10,KOLKATA,JORHAT,4527.00,4033.00,15.17,1.49,0.00,0.00
2025,01,KOLKATA,KOCHI,8279.00,8580.00,13.13,38.89,1.17,1.72
2025,02,KOLKATA,KOCHI,3649.00,3746.00,0.00,0.00,0.00,0.00
2025,03,KOLKATA,KOCHI,3524.00,3683.00,22.48,23.02,0.00,0.00
2025,04,KOLKATA,KOCHI,3570.00,3753.00,24.34,14.69,0.00,0.00
2025,05,KOLKATA,KOCHI,1912.00,1810.00,0.00,0.00,0.00,0.00
2025,06,KOLKATA,KOCHI,2980.00,2731.00,0.00,0.00,0.00,0.00
2025,09,KOLKATA,KOCHI,814.00,867.00,2.00,0.77,0.03,0.29
2025,10,KOLKATA,KOCHI,794.00,845.00,1.81,0.59,0.09,0.26
2025,03,KOLKATA,HINDON AIRPORT,5010.00,4291.00,0.00,0.00,0.00,0.00
2025,04,KOLKATA,HINDON AIRPORT,5007.00,4775.00,0.00,0.00,0.00,0.00
2025,05,KOLKATA,HINDON AIRPORT,1808.00,2055.00,0.00,0.00,0.00,0.00
2025,06,KOLKATA,HINDON AIRPORT,3720.00,4222.00,0.00,0.00,0.00,0.00
2025,07,KOLKATA,HINDON AIRPORT,6418.00,5254.00,0.00,0.00,0.00,0.00
2025,08,KOLKATA,HINDON AIRPORT,8891.00,8699.00,0.00,0.00,0.00,0.00
2025,09,KOLKATA,HINDON AIRPORT,6740.00,7582.00,0.05,0.00,0.00,0.00
2025,10,KOLKATA,HINDON AIRPORT,10522.00,10382.00,0.00,0.00,0.00,0.00
2025,05,KOLKATA,KOZHIKODE,0.00,153.00,0.00,0.00,0.00,0.00
2025,10,KOLKATA,KOZHIKODE,0.00,140.00,0.00,0.00,0.00,0.00
2025,01,KOLKATA,LILABARI,705.00,766.00,0.03,0.00,0.00,0.00
2025,02,KOLKATA,LILABARI,609.00,658.00,0.00,0.00,0.00,0.00
2025,03,KOLKATA,LILABARI,683.00,822.00,0.00,0.00,0.00,0.00
2025,04,KOLKATA,LILABARI,665.00,616.00,0.00,0.00,0.00,0.00
2025,05,KOLKATA,LILABARI,531.00,555.00,0.00,0.00,0.00,0.00
2025,06,KOLKATA,LILABARI,360.00,512.00,0.00,0.00,0.00,0.00
2025,07,KOLKATA,LILABARI,296.00,399.00,0.00,0.00,0.00,0.00
2025,08,KOLKATA,LILABARI,186.00,151.00,0.00,0.00,0.00,0.00
2025,09,KOLKATA,LILABARI,243.00,290.00,0.00,0.00,0.00,0.00
2025,10,KOLKATA,LILABARI,219.00,223.00,0.00,0.00,0.00,0.00
2025,01,KOLKATA,LUCKNOW,12680.00,12557.00,55.01,61.88,5.43,2.83
2025,02,KOLKATA,LUCKNOW,13575.00,13412.00,55.37,67.16,10.18,1.08
2025,03,KOLKATA,LUCKNOW,10701.00,11707.00,84.30,40.75,10.25,1.50
2025,04,KOLKATA,LUCKNOW,10017.00,10531.00,55.41,42.52,6.97,2.11
2025,05,KOLKATA,LUCKNOW,9660.00,10325.00,47.58,52.48,2.15,2.36
2025,06,KOLKATA,LUCKNOW,9566.00,9696.00,41.22,47.94,3.10,1.99
2025,07,KOLKATA,LUCKNOW,8816.00,8201.00,69.91,47.13,0.93,2.28
2025,08,KOLKATA,LUCKNOW,6563.00,7911.00,52.91,32.84,2.46,1.49
2025,09,KOLKATA,LUCKNOW,8265.00,8640.00,57.70,31.30,2.00,0.99
2025,10,KOLKATA,LUCKNOW,10968.00,11524.00,42.02,32.24,3.43,0.85
2025,01,KOLKATA,MUMBAI,96998.00,97527.00,600.58,919.95,28.58,31.63
2025,02,KOLKATA,MUMBAI,87209.00,90906.00,539.21,809.97,18.78,34.11
2025,03,KOLKATA,MUMBAI,92609.00,101280.00,557.96,923.50,12.13,30.10
2025,04,KOLKATA,MUMBAI,95768.00,100993.00,569.91,859.80,13.46,28.79
2025,05,KOLKATA,MUMBAI,99356.00,107134.00,1090.45,963.00,20.34,34.70
2025,06,KOLKATA,MUMBAI,99839.00,92320.00,889.75,1046.17,17.82,29.86
2025,07,KOLKATA,MUMBAI,97183.00,85768.00,914.01,1149.39,20.55,35.14
2025,08,KOLKATA,MUMBAI,90815.00,90205.00,703.32,1031.25,20.24,25.00
2025,09,KOLKATA,MUMBAI,92256.00,106648.00,759.88,1217.91,25.06,28.68
2025,10,KOLKATA,MUMBAI,83194.00,93456.00,821.93,1096.80,20.06,26.34
2025,01,KOLKATA,NAGPUR,5416.00,5522.00,12.49,23.30,0.04,2.35
2025,02,KOLKATA,NAGPUR,4802.00,5006.00,12.01,18.07,0.04,2.05
2025,03,KOLKATA,NAGPUR,5065.00,5284.00,11.54,19.52,0.04,3.13
2025,04,KOLKATA,NAGPUR,5097.00,5320.00,13.71,20.44,0.07,2.96
2025,05,KOLKATA,NAGPUR,5043.00,5254.00,10.62,14.03,0.05,3.60
2025,06,KOLKATA,NAGPUR,5183.00,5043.00,13.54,20.59,0.04,3.31
2025,07,KOLKATA,NAGPUR,5835.00,5046.00,10.42,24.26,0.05,3.18
2025,08,KOLKATA,NAGPUR,6603.00,5351.00,8.96,25.25,0.06,4.46
2025,09,KOLKATA,NAGPUR,5048.00,5031.00,11.15,27.75,0.05,4.43
2025,10,KOLKATA,NAGPUR,5667.00,5408.00,14.51,25.32,0.06,4.36
2025,01,KOLKATA,PATNA,10525.00,10348.00,24.01,9.96,57.88,10.03
2025,02,KOLKATA,PATNA,14899.00,14758.00,28.16,12.15,40.99,6.76
2025,03,KOLKATA,PATNA,17251.00,16619.00,26.95,11.44,26.39,3.71
2025,04,KOLKATA,PATNA,18649.00,16987.00,33.81,11.41,23.09,2.59
2025,05,KOLKATA,PATNA,16680.00,16755.00,23.92,19.66,15.22,5.12
2025,06,KOLKATA,PATNA,15902.00,17767.00,17.81,59.70,23.43,3.05
2025,07,KOLKATA,PATNA,9803.00,8700.00,36.34,13.09,25.17,7.06
2025,08,KOLKATA,PATNA,9207.00,8696.00,25.08,9.75,28.01,5.59
2025,09,KOLKATA,PATNA,9446.00,9527.00,27.45,15.15,26.88,6.00
2025,10,KOLKATA,PATNA,14838.00,11084.00,29.09,6.81,14.52,6.00
2025,01,KOLKATA,PORT BLAIR,28715.00,30642.00,154.45,88.84,18.57,0.27
2025,02,KOLKATA,PORT BLAIR,26410.00,27236.00,145.45,81.62,18.01,0.71
2025,03,KOLKATA,PORT BLAIR,27934.00,27751.00,159.10,111.11,28.12,10.04
2025,04,KOLKATA,PORT BLAIR,19349.00,22725.00,56.89,61.41,21.61,12.10
2025,05,KOLKATA,PORT BLAIR,19523.00,23530.00,221.43,52.11,18.52,9.16
2025,06,KOLKATA,PORT BLAIR,23228.00,21150.00,205.82,50.93,28.67,10.51
2025,07,KOLKATA,PORT BLAIR,11260.00,10551.00,55.43,46.45,26.48,8.74
2025,08,KOLKATA,PORT BLAIR,16482.00,13475.00,166.56,77.12,32.33,9.20
2025,09,KOLKATA,PORT BLAIR,21608.00,20269.00,192.75,75.10,35.53,10.21
2025,10,KOLKATA,PORT BLAIR,28539.00,29398.00,162.00,85.97,26.48,8.14
2025,01,KOLKATA,PUNE,20784.00,22854.00,85.14,170.60,0.31,3.38
2025,02,KOLKATA,PUNE,18477.00,21173.00,67.60,124.56,0.24,2.27
2025,03,KOLKATA,PUNE,20141.00,22745.00,78.18,125.38,0.72,2.62
2025,04,KOLKATA,PUNE,19930.00,21281.00,107.99,120.04,3.10,2.54
2025,05,KOLKATA,PUNE,20114.00,21920.00,154.87,138.31,3.09,2.39
2025,06,KOLKATA,PUNE,20308.00,20121.00,113.89,123.89,2.69,2.16
2025,07,KOLKATA,PUNE,20754.00,20204.00,99.46,165.63,3.99,2.69
2025,08,KOLKATA,PUNE,20388.00,21016.00,95.28,185.24,3.35,2.20
2025,09,KOLKATA,PUNE,18484.00,20584.00,84.89,213.06,3.48,2.71
2025,10,KOLKATA,PUNE,21031.00,22578.00,94.19,186.06,3.32,2.67
2025,09,KOLKATA,Purnia Airport ,836.00,816.00,0.02,0.00,0.00,0.00
2025,10,KOLKATA,Purnia Airport ,2522.00,2684.00,0.00,0.00,0.00,0.00
2025,01,KOLKATA,RAIPUR,11534.00,11718.00,28.05,1.08,12.96,0.00
2025,02,KOLKATA,RAIPUR,12026.00,12287.00,21.81,0.16,4.00,0.00
2025,03,KOLKATA,RAIPUR,10475.00,11843.00,23.76,0.09,3.64,0.00
2025,04,KOLKATA,RAIPUR,11614.00,12745.00,27.21,0.14,3.01,0.00
2025,05,KOLKATA,RAIPUR,12524.00,12848.00,29.31,0.01,3.78,0.00
2025,06,KOLKATA,RAIPUR,12271.00,10860.00,25.01,0.12,3.29,0.00
2025,07,KOLKATA,RAIPUR,7463.00,7465.00,26.47,0.16,2.78,0.00
2025,08,KOLKATA,RAIPUR,7392.00,7669.00,27.38,0.02,3.37,0.00
2025,09,KOLKATA,RAIPUR,7740.00,8197.00,27.98,0.71,3.14,0.00
2025,10,KOLKATA,RAIPUR,10872.00,11865.00,34.21,0.38,2.85,0.00
2025,05,KOLKATA,RAJAHMUNDRY,20.00,0.00,0.00,0.00,0.00,0.00
2025,01,KOLKATA,RANCHI,8410.00,9337.00,4.59,1.05,6.35,2.70
2025,02,KOLKATA,RANCHI,7977.00,8502.00,3.02,1.56,5.40,1.48
2025,03,KOLKATA,RANCHI,8828.00,9099.00,5.28,0.19,5.13,1.31
2025,04,KOLKATA,RANCHI,8262.00,9180.00,4.84,1.33,5.51,1.30
2025,05,KOLKATA,RANCHI,8653.00,9153.00,3.38,3.94,2.42,1.30
2025,06,KOLKATA,RANCHI,8519.00,8231.00,3.41,0.88,2.71,1.21
2025,07,KOLKATA,RANCHI,8829.00,8096.00,3.19,9.38,3.61,1.42
2025,08,KOLKATA,RANCHI,8203.00,8379.00,3.05,3.26,5.45,1.75
2025,09,KOLKATA,RANCHI,7805.00,8208.00,5.47,14.12,3.64,1.76
2025,10,KOLKATA,RANCHI,8013.00,7551.00,6.26,6.49,1.63,1.17
2025,01,KOLKATA,ROURKELA,295.00,407.00,0.00,0.00,0.00,0.00
2025,02,KOLKATA,ROURKELA,302.00,437.00,0.00,0.00,0.00,0.00
2025,03,KOLKATA,ROURKELA,223.00,316.00,0.00,0.00,0.00,0.00
2025,04,KOLKATA,ROURKELA,305.00,358.00,0.00,0.00,0.00,0.00
2025,05,KOLKATA,ROURKELA,213.00,250.00,0.00,0.00,0.00,0.00
2025,06,KOLKATA,ROURKELA,146.00,242.00,0.00,0.00,0.00,0.00
2025,01,KOLKATA,RUPSI,221.00,242.00,0.00,0.00,0.00,0.00
2025,02,KOLKATA,RUPSI,85.00,109.00,0.00,0.00,0.00,0.00
2025,03,KOLKATA,RUPSI,401.00,362.00,0.00,0.00,0.00,0.00
2025,10,KOLKATA,RUPSI,110.00,143.00,0.00,0.00,0.00,0.00
2025,03,KOLKATA,Rajkot International Airport,113.00,91.00,0.46,0.00,0.00,0.00
2025,01,KOLKATA,SHILLONG,3025.00,2522.00,0.07,0.00,0.00,0.00
2025,02,KOLKATA,SHILLONG,2632.00,1913.00,0.02,0.00,0.00,0.00
2025,03,KOLKATA,SHILLONG,2530.00,1829.00,0.10,0.00,0.00,0.00
2025,04,KOLKATA,SHILLONG,2713.00,1818.00,0.15,0.00,0.00,0.00
2025,05,KOLKATA,SHILLONG,2625.00,1661.00,0.02,0.00,0.00,0.00
2025,06,KOLKATA,SHILLONG,2455.00,1992.00,0.14,0.00,0.00,0.00
2025,07,KOLKATA,SHILLONG,1642.00,1318.00,0.05,0.00,0.00,0.00
2025,08,KOLKATA,SHILLONG,1836.00,1345.00,0.05,0.00,0.00,0.00
2025,09,KOLKATA,SHILLONG,1816.00,1348.00,0.15,0.00,0.00,0.00
2025,10,KOLKATA,SHILLONG,2786.00,2342.00,0.04,0.00,0.00,0.00
2025,01,KOLKATA,SILCHAR,15321.00,14335.00,38.01,0.16,7.33,0.00
2025,02,KOLKATA,SILCHAR,13954.00,13369.00,40.14,0.03,6.50,0.00
2025,03,KOLKATA,SILCHAR,15050.00,14370.00,40.28,0.12,4.47,0.00
2025,04,KOLKATA,SILCHAR,14153.00,13840.00,47.17,0.28,3.75,0.00
2025,05,KOLKATA,SILCHAR,14104.00,13762.00,47.02,0.24,6.69,0.00
2025,06,KOLKATA,SILCHAR,10400.00,10570.00,33.26,0.80,1.53,0.00
2025,07,KOLKATA,SILCHAR,10868.00,10887.00,61.23,0.08,0.96,0.00
2025,08,KOLKATA,SILCHAR,10505.00,10283.00,51.68,0.23,1.46,0.00
2025,09,KOLKATA,SILCHAR,10016.00,8981.00,64.52,0.23,1.88,0.00
2025,10,KOLKATA,SILCHAR,10611.00,9710.00,47.27,0.05,1.28,0.00
2025,01,KOLKATA,SRINAGAR,5050.00,4683.00,1.45,4.58,0.00,0.00
2025,02,KOLKATA,SRINAGAR,4570.00,3960.00,0.91,3.00,0.00,0.04
2025,03,KOLKATA,SRINAGAR,6342.00,5627.00,1.93,4.26,0.00,0.66
2025,04,KOLKATA,SRINAGAR,7947.00,9600.00,10.69,4.19,0.47,0.65
2025,05,KOLKATA,SRINAGAR,921.00,1089.00,1.26,8.43,0.00,0.00
2025,06,KOLKATA,SRINAGAR,1256.00,1633.00,1.90,35.05,0.00,0.00
2025,07,KOLKATA,SRINAGAR,4312.00,3958.00,2.48,10.24,0.00,0.00
2025,08,KOLKATA,SRINAGAR,3029.00,2702.00,1.09,7.54,0.09,0.00
2025,09,KOLKATA,SRINAGAR,3813.00,3807.00,0.38,8.77,0.08,0.00
2025,10,KOLKATA,SRINAGAR,4629.00,4536.00,3.01,14.59,0.18,0.00
2025,01,KOLKATA,SURAT,3392.00,3508.00,8.04,7.89,0.00,0.00
2025,02,KOLKATA,SURAT,3274.00,3360.00,7.83,3.53,0.00,0.00
2025,03,KOLKATA,SURAT,5206.00,5607.00,35.39,52.31,0.02,0.04
2025,04,KOLKATA,SURAT,4882.00,5300.00,40.59,47.33,0.00,0.16
2025,05,KOLKATA,SURAT,5059.00,5479.00,37.53,51.71,0.00,0.01
2025,06,KOLKATA,SURAT,5165.00,4664.00,20.67,44.85,0.00,0.01
2025,07,KOLKATA,SURAT,5397.00,4723.00,25.90,64.10,0.00,0.00
2025,08,KOLKATA,SURAT,5157.00,4831.00,23.93,65.02,0.00,0.01
2025,09,KOLKATA,SURAT,4346.00,5279.00,38.48,70.55,0.00,0.12
2025,10,KOLKATA,SURAT,5462.00,5971.00,31.91,50.42,0.00,0.08
2025,02,KOLKATA,TIRUPATI,3.00,1.00,0.00,0.00,0.00,0.00
2025,03,KOLKATA,TIRUPATI,5.00,8.00,0.00,0.00,0.00,0.00
2025,04,KOLKATA,TIRUPATI,4.00,0.00,0.00,0.00,0.00,0.00
2025,05,KOLKATA,TIRUPATI,2.00,0.00,0.00,0.00,0.00,0.00
2025,03,KOLKATA,VADODARA,174.00,148.00,0.00,0.00,0.00,0.00
2025,01,KOLKATA,VARANASI,11309.00,11417.00,2.91,12.69,1.86,0.00
2025,02,KOLKATA,VARANASI,10395.00,10809.00,6.55,13.25,1.38,3.27
2025,03,KOLKATA,VARANASI,11373.00,11568.00,3.37,27.69,1.28,0.00
2025,04,KOLKATA,VARANASI,7731.00,8241.00,2.85,30.12,1.29,0.00
2025,05,KOLKATA,VARANASI,8026.00,8562.00,2.02,31.44,0.35,0.00
2025,06,KOLKATA,VARANASI,12632.00,14082.00,1.65,44.52,0.13,0.00
2025,07,KOLKATA,VARANASI,10147.00,8968.00,1.40,40.37,0.00,0.17
2025,08,KOLKATA,VARANASI,9041.00,9314.00,1.50,33.34,0.07,0.00
2025,09,KOLKATA,VARANASI,5648.00,5920.00,2.43,38.94,2.85,0.20
2025,10,KOLKATA,VARANASI,10190.00,10403.00,3.53,24.64,2.16,0.95
2025,09,KOLKATA,VIJAYAWADA,1.00,0.00,0.00,0.00,0.00,0.00
2025,01,KOLKATA,VISAKHAPATNAM,7938.00,8196.00,1.77,16.45,0.00,0.00
2025,02,KOLKATA,VISAKHAPATNAM,7853.00,9042.00,1.05,75.91,0.00,0.00
2025,03,KOLKATA,VISAKHAPATNAM,6984.00,8215.00,1.61,70.73,0.00,0.00
2025,04,KOLKATA,VISAKHAPATNAM,4234.00,4699.00,1.30,26.39,0.00,0.00
2025,05,KOLKATA,VISAKHAPATNAM,4667.00,4441.00,1.95,37.42,0.00,0.00
2025,06,KOLKATA,VISAKHAPATNAM,5868.00,4092.00,3.22,74.99,0.00,0.00
2025,07,KOLKATA,VISAKHAPATNAM,5283.00,3833.00,2.69,39.68,0.00,0.00
2025,08,KOLKATA,VISAKHAPATNAM,4876.00,3837.00,1.82,15.92,0.00,0.00
2025,09,KOLKATA,VISAKHAPATNAM,4246.00,5070.00,1.53,7.47,0.00,0.00
2025,10,KOLKATA,VISAKHAPATNAM,5670.00,6639.00,1.63,1.54,0.00,0.00
2025,02,KOLKATA,PRAYAGRAJ,15654.00,16122.00,1.68,4.01,0.00,0.01
2025,10,KOLKATA,PRAYAGRAJ,25.00,0.00,0.00,0.00,0.00,0.00
2025,01,KOLKATA,PRAYAGRAJ ,3109.00,2563.00,0.00,0.00,0.00,0.00
